FEN,Response Move
1k6/2R3R1/p5p1/2p3P1/5r2/2P5/1P6/1K6 w - - 3 41,c7e7
1k6/3K4/5N2/1Q1P1B2/8/8/8/8 b - - 6 69,b8a7
1k6/3R2p1/8/5N2/1P3p2/3B1P2/3K4/8 b - - 4 59,b8c8
1k6/3b4/1r3b2/pN5p/R1B1P3/1P1P2P1/5P1P/6K1 b - - 1 36,d7b5
1k6/4R1R1/p5p1/2p3P1/8/2P5/1P6/1K3r2 w - - 5 42,b1a2
1k6/4R3/5Rr1/p1p5/8/2P5/KP6/8 w - - 0 47,f6f8
1k6/4R3/R5P1/p1p3r1/8/2P5/KP6/8 w - - 1 46,a6f6
1k6/4R3/R7/p1p2rP1/8/2P5/KP6/8 w - - 2 45,g5g6
1k6/6R1/2K5/8/8/8/8/8 b - - 41 87,b8c8
1k6/8/1r3b2/R6p/2P1P3/3P2P1/5P1P/6K1 b - - 0 38,b6b1
1k6/8/1r3b2/Rb5p/2B1P3/1P1P2P1/5P1P/6K1 b - - 0 37,b5c4
1k6/8/2P1N3/8/3PB3/1K6/8/6b1 b - - 0 52,b8c8
1k6/8/2PK1N2/3P1B2/8/8/8/8 b - - 12 63,b8a8
1k6/8/2PK4/P7/3B4/8/8/8 w - - 1 60,a5a6
1k6/8/5b2/3R3p/2P1P3/3P2P1/5PKP/3r4 b - - 4 40,b8c7
1k6/8/5b2/R6p/2P1P3/3P2P1/5PKP/1r6 b - - 2 39,b1d1
1k6/8/8/Q7/7P/8/6K1/8 b - - 2 55,b8b7
1k6/8/p1N2R2/1p6/8/P2PbB2/1PP2r2/1K6 b - - 5 31,b8c7
1k6/8/p4R2/Np6/8/P2PbB2/1PP4r/1K6 b - - 3 30,h2f2
1k6/p2b4/1r3b2/1N5p/1RB1P3/1P1P2P1/5P1P/6K1 b - - 2 35,a7a5
1k6/p2b4/3r1b2/1N1B3p/1R2P3/1P1P2P1/5P1P/6K1 b - - 0 34,d6b6
1k6/p4q2/2pr4/1p6/8/P1P2B1P/1P4P1/K5Q1 b - - 1 37,f7b3
1k6/p7/2pr4/1p6/8/PqP2B1P/1P4PQ/K7 b - - 3 38,b8c7
1k6/p7/3r1b2/1p1B3p/1R1NP1b1/1P1P2P1/5P1P/6K1 b - - 1 33,g4d7
1k6/pp1nn1p1/2q1p3/1N1p2P1/3P4/NP1K1P2/P3p2r/4R3 b - - 1 27,a7a6
1k6/pp1nn1p1/2q1p3/1N1p2P1/3P4/NP1KpP2/P6r/R7 b - - 3 26,e3e2
1k6/pp1nn1p1/2q1p3/3p2P1/3P4/NPN1pP2/P1K1B2r/R7 b - - 3 24,h2e2
1k6/pp1nn1p1/2q1p3/3p2P1/3P4/NPNKpP2/P3r3/R7 b - - 1 25,e2h2
1k6/pp1q4/3R3Q/3Pp3/2P5/2P3rP/PP1B2P1/R5K1 b - - 0 30,d7c7
1k6/pp2Q3/1r6/3B3p/3p3N/bP1P2Pb/4PP1P/R5K1 b - - 0 28,a3e7
1k6/pp2b3/1r6/3B3p/3N2b1/1P1P2P1/4PP1P/R5K1 b - - 0 30,e7f6
1k6/pp2b3/1r6/3B3p/3p4/1P1P1NPb/4PP1P/R5K1 b - - 1 29,h3g4
1k6/pp3q2/2pr4/8/8/P1P2B1P/1P4P1/K1Q5 b - - 2 36,b7b5
1k6/pp6/1r3b2/3B3p/R2N2b1/1P1P2P1/4PP1P/6K1 b - - 2 31,b6d6
1k6/pp6/2np4/1P2r3/3pP3/3P2p1/P1RK2P1/5RBr b - - 0 30,c6d8
1k6/pp6/3r1b2/3B3p/R2NP1b1/1P1P2P1/5P1P/6K1 b - - 0 32,b7b5
1k6/ppp4p/3R1Q2/8/1P2p3/P5q1/4K3/2R4r b - - 3 32,h1h2
1k6/ppp4p/3R1Q2/8/1P2p3/P5q1/7r/2RK4 b - - 5 33,g3g1
1k6/ppp4p/3R1Q2/8/1P2p3/P5qr/8/2R2K2 b - - 1 31,h3h1
1k6/ppp4p/3R4/8/1P2p3/P7/7r/2RK1Qq1 b - - 7 34,g1f1
1k6/ppp4p/3n1Q2/3q4/1P2p1r1/P5Nr/5P2/2RR2K1 b - - 1 28,d5g8
1k6/ppp5/2r5/3r1B2/1K3PR1/8/PPP2P1P/R1B5 b - - 6 31,a7a6
1k6/ppp5/4B2B/8/4Pr1p/6bK/PP2n3/1N1Nn3 b - - 0 34,f4e4
1k6/ppp5/4B2B/8/4r2p/2N3bK/PP2n3/1N2n3 b - - 1 35,e4e6
1k6/ppp5/4Q1B1/2q3pp/8/2P4P/PPK3P1/3r4 b - - 1 25,d1d8
1k6/ppp5/4r2B/8/7p/6bK/PP2N3/1N2n3 b - - 0 36,e6e2
1k6/ppp5/7B/1N6/6Kp/r5b1/8/4n3 b - - 3 41,a3b3
1k6/ppp5/7B/8/3N2Kp/1r4b1/8/4n3 b - - 5 42,b3b4
1k6/ppp5/7B/8/4N1Kp/6b1/P6r/4n3 b - - 3 39,h2a2
1k6/ppp5/7B/8/4N2p/6bK/Pr6/4n3 b - - 1 38,b2h2
1k6/ppp5/7B/8/6Kp/2N3b1/r7/4n3 b - - 1 40,a2a3
1k6/ppp5/7B/8/7p/2N3bK/PP2r3/4n3 b - - 1 37,e2b2
1k6/ppp5/8/8/1r1N2Kp/6b1/3B4/4n3 b - - 7 43,b4d4
1k6/ppp5/8/8/3r3p/6bK/3B4/4n3 b - - 1 44,d4d2
1k6/ppp5/8/8/6Kp/6b1/3r4/4n3 b - - 1 45,a7a5
1kB4r/2p1np2/1p3N1p/p3P1p1/4P3/P7/1P1r1PPP/R4RK1 b - - 0 21,b8c8
1kN2B2/6p1/p1p4p/3p4/3Q4/5N2/PPP2PPP/R3R1K1 b - - 0 33,b8c7
1kb2b1r/pp3p2/5Q2/2q4p/3p3N/PP1P2P1/4PPBP/R5K1 b - - 0 21,c5c3
1kb2b1r/pp3p2/5Q2/7p/3p3N/PPqP2P1/4PPBP/5RK1 b - - 2 22,h8h6
1kb2b2/pp3Q2/7r/7p/3p3N/PPqP2P1/4PPBP/5RK1 b - - 0 23,f8a3
1kb5/pp2qQ2/1r6/3B3p/3p3N/bP1P2P1/4PP1P/R5K1 b - - 7 27,c8h3
1kb5/pp3Q2/1r6/2qB3p/3p3N/bP1P2P1/4PP1P/5RK1 b - - 5 26,c5e7
1kb5/pp3Q2/1r6/3B1N1p/3p4/bPqP2P1/4PP1P/5RK1 b - - 3 25,c3c5
1kb5/pp3Q2/7r/5N1p/3p4/bPqP2P1/4PPBP/5RK1 b - - 1 24,h6b6
1kn2b1r/ppp2Qpp/8/1q2p1B1/1P4P1/P2r3P/4NP2/R3R1K1 b - - 0 21,d3h3
1kn2b1r/ppp2Qpp/8/1q2p1B1/1P4P1/P6r/4NP2/2R1R1K1 b - - 1 22,f8d6
1kn3r1/ppp4p/3b1Q2/3q4/1P2pBP1/P5Nr/5P2/2R1R1K1 b - - 1 26,g8g4
1kn3r1/ppp4p/3b1Q2/3qp1B1/1P4P1/P5Nr/5P2/2R1R1K1 b - - 4 25,e5e4
1kn4r/ppp3Qp/3b4/1q2p1B1/1P4P1/P6r/4NP2/2R1R1K1 b - - 0 23,b5d5
1kn4r/ppp3Qp/3b4/3qp1B1/1P4P1/P5Nr/5P2/2R1R1K1 b - - 2 24,h8g8
1kn5/ppp4p/3B1Q2/3q4/1P2p1r1/P5Nr/5P2/2R1R1K1 b - - 0 27,c8d6
1kqR1Q2/pp6/8/3Pp3/2P5/2P3rP/PP1B2P1/R5K1 b - - 4 32,b8c7
1kr4R/1p4b1/p7/5pp1/2N5/P2PPB2/1PP5/2K3R1 b - - 0 25,c8h8
1kr4r/1p4b1/p3q2p/5pP1/2N5/P2PQB2/1PP2P2/2K3RR b - - 4 23,e6e3
1kr4r/1p4b1/p6p/5pP1/2N5/P2PPB2/1PP5/2K3RR b - - 0 24,h6g5
1kr4r/pp3ppp/3pb3/4p2P/P3P1P1/3P1P2/3KN3/R4B1R b - - 4 22,c8c5
1kr5/pp3ppp/3pb3/2r4P/P2NP1P1/5P1B/3K4/R6R b - - 2 25,d6d5
1kr5/pp3ppp/4b3/2rP3P/P2N2P1/5P1B/3K4/R6R b - - 0 26,e6d5
1kr5/pp3ppp/8/2rb2PP/P2N4/5P1B/3K4/R6R b - - 0 27,c8d8
1n1q1rk1/3b1pp1/2p1p2p/1p1nR3/1P1PN3/2P3P1/5PBP/B2Q2K1 b - - 0 18,b8a6
1n1q1rk1/3b1pp1/2p1pn1p/1p2R3/1P1PN3/6P1/2P2PBP/B2Q2K1 b - - 0 17,f6d5
1n1qk3/1p2np1r/p2b2p1/3P1bPp/4QP2/PP1B3P/2P5/2KR2NR w - - 1 26,e4d4
1n1qkb1r/3b2pp/3n4/6p1/4P3/1Q1P2P1/PBP2PBP/1R3RK1 b k - 2 18,b8a6
1n1qkb1r/3b2pp/8/5np1/4P3/1Q1P2P1/PBP2PBP/R4RK1 b k - 0 17,f5d6
1n1qkb1r/3bn1pp/5p2/6N1/8/1Q1P2P1/PBP1PPBP/R3K2R b KQk - 3 15,f6g5
1n1qkb1r/3bn1pp/8/6p1/8/1Q1P2P1/PBP1PPBP/R4RK1 b k - 1 16,e7f5
1n1r2k1/4q2p/3r1p2/p2P1PpN/Pp6/1P6/4Q1PP/R3K2R b KQ - 0 25,e7f7
1n1r2k1/5q1p/3r1p2/p2P1PpN/Pp4P1/1P6/4Q2P/R3K2R b KQ - 0 26,d6d5
1n1r2k1/5q1p/5p2/p2r1PpN/Pp4P1/1P6/4Q2P/3RK2R b K - 1 27,d5d1
1n1r2k1/5q1p/5p2/p4PpN/Pp4P1/1P6/4QK1P/3r3R b - - 1 28,d8d2
1n1r4/5Bpk/1P5p/4pN2/4P3/1KP5/6r1/2R5 b - - 2 50,b8c6
1n1r4/5Bpk/1P5p/4pN2/4P3/2P5/2K5/2R3r1 b - - 0 49,g1g2
1n1r4/5Bpk/1P5p/4pN2/4P3/2P5/2Kb4/R1B3r1 b - - 0 48,d2c1
1n1r4/p4Bpk/1P5p/P3pN2/4P3/2P5/2Kb4/R1B3r1 b - - 0 47,a7b6
1n2b2r/R7/1p1k4/1B4p1/3PP1Pp/5P2/7P/6K1 w - - 1 34,b5e8
1n2k1nr/4q1pp/2N1pp2/p7/1b6/1P6/1BP1BPPP/R2Q1RK1 b k - 0 22,b8c6
1n2k1nr/N2q2pp/2b1pp2/p7/1b6/1P3N2/1BP1BPPP/R2Q1RK1 b k - 0 20,d7a7
1n2k1nr/q5pp/2b1pp2/p7/1b1N4/1P6/1BP1BPPP/R2Q1RK1 b k - 1 21,a7e7
1n2k2r/1b2q2p/3r1p2/p2B1PpN/PpP5/4p3/1P4PP/R2QK2R b KQk c3 0 21,b7d5
1n2k2r/4q2p/3r1p2/p2P1PpN/Pp6/4p3/1P4PP/R2QK2R b KQk - 0 22,e3e2
1n2k2r/4q2p/3r1p2/p2P1PpN/Pp6/8/1P1Qp1PP/R3K2R b KQk - 1 23,e8g8
1n2k3/1p3p1r/p5p1/3PN1Pp/8/PP5P/2P5/1K1R3n w - - 0 33,d1h1
1n2k3/1p3p1r/p5p1/3Pq1Pp/8/PP3NnP/2P5/1K1R3R w - - 0 32,f3e5
1n2k3/1pq1np1r/p2b2p1/3P1bPp/3Q1P2/PP1B3P/2P5/2KR2NR w - - 3 27,d3f5
1n2k3/1pq1np1r/p5p1/3P1BPp/3Q1b2/PP5P/2P5/2KR2NR w - - 0 28,c1b1
1n2k3/1pq2p1r/p5p1/3P1nPp/3Q1b2/PP5P/2P5/1K1R2NR w - - 0 29,d4e4
1n2k3/1pq2p1r/p5p1/3Pb1Pp/4Q3/PP3NnP/2P5/1K1R3R w - - 4 31,e4e5
1n2k3/1pq2p1r/p5p1/3PbnPp/4Q3/PP5P/2P5/1K1R2NR w - - 2 30,g1f3
1n2r3/2pk1p1p/5Bp1/4p3/1P6/2PP3P/5bQ1/RN1K2NR b - - 0 24,f2g1
1n2r3/6R1/3k4/1p4p1/3PP1Pp/5P2/7P/6K1 w - - 0 36,g7g5
1n2r3/8/3k4/6R1/1p1PP1Pp/5P2/7P/6K1 w - - 0 37,g5b5
1n2r3/R7/1p1k4/6p1/3PP1Pp/5P2/7P/6K1 w - - 0 35,a7g7
1n3k1r/2N1B1pp/5q2/5p2/p7/1p1P1N2/5PPP/1B3RK1 b - - 0 24,f6e7
1n3k1r/2N1n1pp/8/5p2/p7/qp1P1N2/3B1PPP/1B3RK1 b - - 2 22,a3b2
1n3k1r/2N1n1pp/8/5p2/pB6/1p1P1N2/1q3PPP/1B3RK1 b - - 4 23,b2f6
1n3k1r/3q2pp/1N6/5p2/p7/1p1P1N2/5PPP/1B3RK1 b - - 3 26,d7b5
1n3k1r/4q1pp/8/3N1p2/p7/1p1P1N2/5PPP/1B3RK1 b - - 1 25,e7d7
1n3k1r/6pp/8/1q3p2/p1N5/1p1P1N2/5PPP/1B3RK1 b - - 5 27,b8d7
1n3k1r/pp2bp1p/3p4/3N4/5p2/5P2/PPP2PPP/2KR1B1R b - - 1 15,b8d7
1n3k1r/ppN1bp1p/3p4/6p1/5B2/5P2/PPP2PPP/2KR1B1R b - - 1 14,g5f4
1n3r2/6qk/2Q5/5pp1/7p/4P3/P1P2PPP/1N3RK1 b - - 0 21,b8c6
1n3rk1/4Q3/2p5/5pp1/7p/4P3/P1P2PPP/qN3RK1 b - - 0 19,a1g7
1n3rk1/4q2p/3r1p2/p2P1PpN/Pp6/1P6/3Qp1PP/R3K2R b KQ - 0 24,f8d8
1n3rk1/6q1/2p1Q3/5pp1/7p/4P3/P1P2PPP/1N3RK1 b - - 2 20,g8h7
1n3rk1/Q3n3/2p5/4qpp1/7p/4P3/PPP2PPP/RN2K2R b KQ - 0 17,e5b2
1n3rk1/Q3n3/2p5/5pp1/7p/4P3/PqP2PPP/RN3RK1 b - - 1 18,b2a1
1n4k1/5q1p/5p2/p4PpN/Pp4P1/1P2K3/3rQ2P/3r3R b - - 3 29,d2e2
1n4k1/5q1p/5p2/p4PpN/Pp4P1/1P4K1/7r/8 b - - 1 32,h2h5
1n4k1/5q1p/5p2/p4PpN/Pp4P1/1P6/4K2P/3r3R b - - 0 30,d1h1
1n4k1/5q1p/5p2/p4PpN/Pp4P1/1P6/5K1P/7r b - - 1 31,h1h2
1n4k1/5q1p/5p2/p4PpP/Pp6/1P4K1/8/8 b - - 0 33,f7h5
1n4k1/7p/5p2/5Pp1/8/1q6/4K3/qq6 b - - 1 45,b3a3
1n4k1/7p/5p2/5Pp1/8/1q6/p4K2/1q6 b - - 1 44,a2a1q
1n4k1/7p/5p2/5Pp1/8/8/3K4/5qqq b - - 11 50,f1f5
1n4k1/7p/5p2/5Pp1/8/8/4K3/q5qq b - - 9 49,a1f1
1n4k1/7p/5p2/5Pp1/8/8/4K3/qqq5 b - - 5 47,c1h1
1n4k1/7p/5p2/5Pp1/8/8/5K2/qq5q b - - 7 48,b1g1
1n4k1/7p/5p2/5Pp1/8/pq6/4K3/1q6 b - - 1 43,a3a2
1n4k1/7p/5p2/5Pp1/8/q7/5K2/qq6 b - - 3 46,a3c1
1n4k1/7p/5p2/5Pp1/p7/1q6/5K2/1q6 b - - 1 42,a4a3
1n4k1/7p/5p2/p4Pp1/8/1q6/4K3/1q6 b - - 3 41,a5a4
1n4k1/7p/5p2/p4Pp1/Pp4K1/1q6/8/8 b - - 1 36,b3a4
1n4k1/7p/5p2/p4Pp1/Pp6/1P4K1/8/3q4 b - - 3 35,d1b3
1n4k1/7p/5p2/p4Pp1/q7/1p2K3/8/8 b - - 1 38,b3b2
1n4k1/7p/5p2/p4Pp1/q7/3K4/1p6/8 b - - 1 39,b2b1q
1n4k1/7p/5p2/p4Pp1/q7/8/3K4/1q6 b - - 1 40,a4b3
1n4k1/7p/5p2/p4Pp1/qp6/5K2/8/8 b - - 1 37,b4b3
1n4k1/7p/5p2/p4Ppq/Pp6/1P6/5K2/8 b - - 1 34,h5d1
1n5r/R7/1p1k2b1/1B4p1/3PP2p/5P2/6PP/6K1 w - - 3 33,g2g4
1n6/8/3k4/8/1p1PP1Pp/5P2/7P/5K2 w - - 0 40,f1e1
1nN1k1nr/r3q1pp/2b1pp2/p7/1b6/1P3N2/1BP1BPPP/R2Q1RK1 b k - 3 19,e7d7
1nb1k2r/4q2p/3r1p2/p2B1PpN/Pp6/4p3/1PP3PP/R2QK2R b KQk - 0 20,c8b7
1nb1k2r/4q2p/r4p2/p2B2pN/Pp3P2/4p3/1PP3PP/R2QK2R b KQk - 0 19,a6d6
1nbq1bn1/1pNk1p1r/p3p1p1/3pB1Pp/3P4/PP1B3P/2PQ1P2/R3K1NR w KQ - 5 19,f2f4
1nbq1bnr/1pNk1p2/p3p1p1/3p2Pp/3P1B2/PP1B3P/2PQ1P2/R3K1NR w KQ - 3 18,f4e5
1nbq2n1/1p1k1p1r/p2b2p1/3Q2Pp/3P1P2/PP1B3P/2P5/R3K1NR w KQ - 1 23,e1c1
1nbq2n1/1p1k1p1r/p2b2p1/3pB1Pp/3P1P2/PP1B3P/2PQ4/R3K1NR w KQ - 0 21,d2g2
1nbq2n1/1p1k1p1r/p5p1/3pb1Pp/3P1P2/PP1B3P/2P3Q1/R3K1NR w KQ - 0 22,g2d5
1nbq2n1/1pNk1p1r/p2bp1p1/3pB1Pp/3P1P2/PP1B3P/2PQ4/R3K1NR w KQ - 1 20,c7d5
1nbq4/1p1knp1r/p2b2p1/3Q2Pp/3P1P2/PP1B3P/2P5/2KR2NR w - - 3 24,d5e4
1nbqk3/1p2np1r/p2b2p1/6Pp/3PQP2/PP1B3P/2P5/2KR2NR w - - 5 25,d4d5
1nbqkb1r/4n1pp/5p2/1Q4N1/8/3P2P1/PBP1PPBP/R3K2R b KQk - 1 14,c8d7
1nbqkb1r/4nppp/8/4Q1N1/8/3P2P1/PBP1PPBP/R3K2R b KQk - 2 13,f7f6
1nbqkbnr/1ppppppp/8/8/8/P2P1NP1/P1P1PP1P/R1BQKB1R b KQk - 0 5,b7b5
1nbqkbnr/2pppppp/8/1p6/8/P2P1NP1/PBP1PP1P/R2QKB1R b KQk - 1 6,b5b4
1nbqkbnr/2pppppp/8/8/1p6/P2P1NP1/PBP1PPBP/R2QK2R b KQk - 1 7,c7c5
1nbqkbnr/3ppppp/8/2p5/1P6/3P1NP1/PBP1PPBP/R2QK2R b KQk - 0 8,c5b4
1nbqkbnr/3ppppp/8/8/1p6/3P1NP1/PBPQPPBP/R3K2R b KQk - 1 9,d7d5
1nbqkbnr/4pppp/8/3p4/1Q6/3P1NP1/PBP1PPBP/R3K2R b KQk - 0 10,d5d4
1nbqkbnr/4pppp/8/8/3Q4/3P1NP1/PBP1PPBP/R3K2R b KQk - 0 11,e7e5
1nbqkbnr/5ppp/8/4Q3/8/3P1NP1/PBP1PPBP/R3K2R b KQk - 0 12,g8e7
1q1r4/5k1p/2R1Rbr1/p4p1p/3p4/1P1P1Q2/PB4PP/6K1 b - - 0 27,d8g8
1q2k2r/1P1bbppp/1Q1p4/B1n1p3/8/5N2/5PPP/5RK1 b k - 4 24,b8b7
1q2k2r/1P1bbppp/3p4/B3p3/4n3/1Q3N2/5PPP/5RK1 b k - 2 23,e4c5
1q2k2r/p2p1ppp/3N1n2/2B1p3/P1R5/8/1P5P/1K4Q1 b - - 3 29,e8e7
1q2kb1r/1b1np1pp/3p1p2/2pP4/p3P2R/P1PQBNP1/1P2NP2/2KR4 b k - 2 20,b7a8
1q3B2/p2p1p1p/5Q2/3kp3/P1R1N3/8/1P5P/1K6 b - - 0 33,d5c4
1q3B2/p2p1p1p/Q4N2/4p3/P2k4/8/1P5P/1K6 b - - 3 35,b8b3
1q3B2/p2p1p1p/Q7/4p3/P1k1N3/8/1P5P/1K6 b - - 1 34,c4d4
1q3nk1/5pp1/P1p5/3p3p/1p1P3P/3QPP2/4NKP1/1R6 b - - 0 29,f8d7
1q3r2/2k2p1Q/b2p1p2/2p5/p2pP3/P2P2P1/B1P2P1P/KR6 b - - 1 28,b8d8
1q3r2/p2p1p1p/4kQ2/2B1p3/P1R1N3/8/1P5P/1K6 b - - 0 32,e6d5
1q3r2/p2pkpQp/5n2/2B1p3/P1R1N3/8/1P5P/1K6 b - - 2 31,e7e6
1q4k1/3n1pp1/P1p5/3p3p/1p1P3P/2NQPP2/5KP1/1R6 b - - 2 30,b4b3
1q4k1/3n1pp1/P1p5/3p3p/N2P3P/1p1QPP2/5KP1/1R6 b - - 1 31,b3b2
1q4k1/3n1pp1/P1p5/3p3p/N2P3P/3QPP2/1R3KP1/8 b - - 0 32,b8a7
1q4k1/5pp1/2p1pn2/p2p3p/P2P3P/2PQPP2/1r2NKP1/R6R b - - 0 23,e6e5
1q4k1/5pp1/2p2n2/3p3p/Pp1P3P/3QPP2/4NKP1/1R6 b - - 1 27,f6h7
1q4k1/5pp1/2p2n2/p2p3p/P2P3P/3QPP2/1r2NKP1/RR6 b - - 0 25,b2b4
1q4k1/5pp1/2p2n2/p2p3p/PR1P3P/3QPP2/4NKP1/R7 b - - 0 26,a5b4
1q4k1/5pp1/2p2n2/p2pp2p/P2P3P/2PQPP2/1r2NKP1/RR6 b - - 1 24,e5d4
1q4k1/5ppn/2p5/P2p3p/1p1P3P/3QPP2/4NKP1/1R6 b - - 0 28,h7f8
1q4r1/5k1p/2R1Rb2/p4p1p/3p4/1P1P1QP1/PB6/6K1 b - - 0 29,g8g3
1q4r1/5k1p/2R1Rbr1/p4p1p/3p4/1P1P1QP1/PB5P/6K1 b - - 0 28,g6g3
1q5r/p2pkpQp/3N1n2/2B1p3/P1R5/8/1P5P/1K6 b - - 0 30,h8f8
1q6/5k1p/2R1Rb2/p4p1p/3p4/1P1P2Q1/PB6/6K1 b - - 0 30,b8g3
1qN2k1r/p2p1ppp/4pn2/8/P1RB4/8/1P5P/1K4Q1 b - - 0 27,e6e5
1qN2k1r/p2p1ppp/5n2/2B1p3/P1R5/8/1P5P/1K4Q1 b - - 1 28,f8e8
1r1B2k1/6p1/3pbp1p/4p3/rP1pPP1P/P2P4/1KP3P1/2R4R b - - 1 25,b8d8
1r1B2k1/r5p1/3pbp1p/4p3/BP1pPP1P/P2P4/2P3P1/1KR4R b - - 0 24,a7a4
1r1R1rk1/p4p1p/bp2p1p1/2p5/4BPP1/P7/1PP2P1P/2KR4 w - - 1 20,d8d7
1r1R4/p4ppk/2B4p/2pP4/8/2P2q2/PP1R3P/2K5 b - - 0 22,b8d8
1r1k1bnr/Q1p2ppp/p1ppb3/8/4P3/5N2/PPP2PPP/RN2K2R b KQ - 2 10,b8b2
1r1n2k1/1p3pp1/p4b1p/2p2b2/8/P1P1P1PP/1P3PB1/R1BR2K1 b - - 2 19,d8c6
1r1q1b1r/p4ppp/2Qpk2n/2pNp3/6b1/3P4/PBP2PPP/R4RK1 b - - 8 15,b8b2
1r1q1b1r/pQ2kppp/3p3n/2pNp3/6b1/3P4/PBP2PPP/R4RK1 b - - 6 14,e7e6
1r1q1r1b/2p1n2k/pp1pQn1P/6p1/PP1P4/4P3/2P2P2/3RK1NR w K - 1 22,e6f5
1r1q1r1b/2p1nk2/pp1p1n1P/6Q1/PP1P4/4P3/2P2P2/3RK1NR w K - 1 24,h6h7
1r1q1r1k/5p1p/p3pP2/3nP3/2n2B1P/2PpP3/P2Q1P1R/2K3R1 w - - 1 25,d2d3
1r1q1r1k/5p1p/p3pP2/3nP3/5B1P/2PQP3/Pn3P1R/2K3R1 w - - 1 26,d3h7
1r1q1r1k/5p1p/p3pP2/n2nP3/2p2B1P/2QpP3/PP3P1R/2K3R1 w - - 3 23,c3d2
1r1q1r1k/5p1p/p3pP2/n2nP3/5B1P/2ppP3/PP1Q1P1R/2K3R1 w - - 0 24,b2c3
1r1q1r2/2p1n1bk/pp1pQn2/6pP/PP1P4/4P3/2P2P2/3RK1NR w K - 4 21,h5h6
1r1q1r2/5p1k/p3pP2/3nP1R1/5B1P/2PnP3/P4P1R/2K5 w - - 2 28,c1d2
1r1q1r2/5p1k/p3pP2/3nP1R1/5n1P/2P1P3/P2K1P1R/8 w - - 0 29,e3f4
1r1q1r2/5p1k/p3pP2/3nP3/5B1P/2P1P3/Pn3P1R/2K3R1 w - - 0 27,g1g5
1r1q1r2/5p1k/p3pP2/4P1R1/5n1P/2P5/P2K1P1R/8 w - - 0 30,d2e3
1r1q1rk1/2p1n1b1/pp1p1n2/6pP/PP1PQ3/4P3/2P2P2/3RK1NR w K - 2 20,e4e6
1r1q1rk1/2p2ppp/p1Bbp3/3p1b2/3PN3/P3P3/1PP2PPP/R1BQ1RK1 b - - 0 12,d5e4
1r1q1rk1/2p2ppp/p1Bbp3/5b2/1P1Pp3/P3P3/2P2PPP/R1BQ1RK1 b - - 0 13,d8g5
1r1q1rk1/2p2ppp/p1Bbpn2/3p1b2/3P4/P1N1P3/1PP2PPP/R1BQ1RK1 b - - 0 11,f6e4
1r1q1rk1/2p2ppp/p1p1p3/4Bb2/1P1Pp3/2P1P3/P4PPP/R2Q1RK1 b - - 0 14,d8d7
1r1q1rk1/2pnn1b1/pp1p2pp/8/PP1PQB1P/4P3/2P2P2/R3K1NR w KQ - 1 17,h4h5
1r1q1rk1/2pnn1b1/pp1p3p/6pP/PP1PQB2/4P3/2P2P2/R3K1NR w KQ - 0 18,f4g5
1r1q1rk1/2pnn1b1/pp1p4/6pP/PP1PQ3/4P3/2P2P2/R3K1NR w KQ - 0 19,a1d1
1r1q1rk1/4np1p/p3pp2/n3P1P1/2p2B1P/2QpP3/PP3P1R/2KR4 w - - 0 21,g5f6
1r1q1rk1/4nppp/p1n1p3/1p2P1P1/2p1NB1P/2PpP3/PP1Q1P2/R3K2R w KQ - 1 17,h1h2
1r1q1rk1/4nppp/p1n1p3/4P1P1/1pp1NB1P/2PpP3/PP1Q1P1R/R3K3 w Q - 0 18,e1c1
1r1q1rk1/4nppp/p1n1p3/4P1P1/2p1NB1P/2ppP3/PP1Q1P1R/2KR4 w - - 0 19,d2c3
1r1q1rk1/4nppp/p3p3/n3P1P1/2p1NB1P/2QpP3/PP3P1R/2KR4 w - - 1 20,e4f6
1r1q1rk1/5p1p/p3pP2/n2nP3/2p2B1P/2QpP3/PP3P1R/2KR4 w - - 1 22,d1g1
1r1q1rk1/p1p1bp2/2npb2p/4p1p1/8/2PPB1P1/P1P2PBP/1R1QNRK1 b - - 3 13,b8b1
1r1q1rk1/pR3ppp/B1p1p3/3pPb2/5B2/4P3/P1P2PPP/3Q1RK1 w - - 1 16,d1d4
1r1q1rkb/2p1n3/pp1p1n1P/5Qp1/PP1P4/4P3/2P2P2/3RK1NR w K - 3 23,f5g5
1r1qk1nr/2p2pp1/p1pbp1b1/3p2Pp/3P1B1P/2N1PP2/PPP1N3/R2QK2R w KQk - 3 12,b2b3
1r1qk1r1/2p1npp1/p1p1p1b1/3pB1Pp/3P3P/bPN1PP2/P1PQN3/R3K2R w KQ - 5 15,e3e4
1r1qk1r1/2p1npp1/p3p1b1/2bpB1Pp/4P2P/1PN2P2/P1PQN3/R3K2R w KQ - 0 17,c3a4
1r1qk1r1/2p1npp1/p3p1b1/2ppB1Pp/3PP2P/bPN2P2/P1PQN3/R3K2R w KQ - 0 16,d4c5
1r1qk1r1/2p1npp1/p3p1b1/3pB1Pp/Nb2P2P/1P3P2/P1PQN3/R3K2R w KQ - 2 18,a4c3
1r1qk1r1/2p2pp1/p1n1p1b1/3pB1Pp/1b2P2P/1PN2P2/P1PQN3/R3K2R w KQ - 4 19,e5d4
1r1qk1r1/2p2pp1/p3p1b1/3p2Pp/1b1nP2P/1PN2P2/P1PQN3/R3K2R w KQ - 0 20,e2d4
1r1qk2b/2p1nr1P/pp1p1n2/3P2Q1/PP6/4P3/2P2P2/3RK1NR w K - 1 26,g5h4
